client_id,col2174,col2220,col2221,col2222,col2292,col2293,col2294,col2316,col2317,col2318,col2340,col2341,col2342,col2388,col2389,col2390,col2470,col2663,target
415.0,3.0,13143625.64,10000.0,4394541.88,8.0,8.0,8.0,251137.0,251137.0,251137.0,12629679.73,12629679.73,12629679.73,50.29,50.29,50.29,5.0,0.2747916643041885,1.0
442.0,8.0,16068049.52,10000.0,2998061.21,13.0,4.0,10.375,349609.0,280668.0,304872.5,16594999.5,9831800.04,13109945.57,51.5,35.03,42.465,211.0,0.2572174233749946,0.0
448.0,3.0,4158171.77,10000.0,1396057.25666667,11.0,11.0,11.0,195902.0,195902.0,195902.0,4253032.42,4253032.42,4253032.42,21.71,21.71,21.71,218.0,0.2569190620677391,0.0
467.0,4.0,9997283.24,10000.0,2511820.81,22.0,19.0,19.75,245636.0,233521.0,236549.75,8734816.16,8049468.87,8220805.6925,35.56,34.47,34.7425,4.0,0.2686671544272471,0.0
470.0,3.0,4691851.42,10000.0,1573950.47333333,2.0,2.0,2.0,173651.0,173651.0,173651.0,4110319.17,4110319.17,4110319.17,23.67,23.67,23.67,164.0,0.2572174233749946,0.0
478.0,3.0,15335909.2,10000.0,5125303.06666667,4.0,4.0,4.0,234991.0,234991.0,234991.0,11519258.82,11519258.82,11519258.82,49.02,49.02,49.02,100.0,0.2570165748042274,0.0
481.0,3.0,11361306.35,27000.0,3806102.11666667,7.0,7.0,7.0,235276.0,235276.0,235276.0,11740272.4,11740272.4,11740272.4,49.9,49.9,49.9,746.0,0.2562613816564786,0.0
486.0,6.0,8605440.55,5000.0,1500647.38666667,29.0,1.0,15.0,171857.0,88847.0,130352.0,8658155.66,417580.9,4537868.28,50.38,4.7,27.54,113.0,0.2567183659523679,0.0
496.0,3.0,8291343.66,10000.0,2777114.55333333,6.0,6.0,6.0,236986.0,236986.0,236986.0,8218674.48,8218674.48,8218674.48,34.68,34.68,34.68,3.0,0.2572174233749946,0.0
511.0,3.0,12772411.21,20000.0,4270803.73666667,16.0,16.0,16.0,165999.0,165999.0,165999.0,11238132.3,11238132.3,11238132.3,67.7,67.7,67.7,90.0,0.2570165748042274,0.0
515.0,4.0,8358951.94,20000.0,2104737.985,4.0,3.0,3.75,299427.0,294846.0,298281.75,7663047.54,7476692.19,7523281.0275,25.99,24.97,25.225,62.0,0.2570165748042274,0.0
521.0,3.0,16709399.54,27000.0,5595466.51333333,15.0,15.0,15.0,292334.0,292334.0,292334.0,17627740.2,17627740.2,17627740.2,60.3,60.3,60.3,362.0,0.2562613816564786,0.0
534.0,5.0,26002660.56,30000.0,7818798.168,3.0,3.0,3.0,356661.0,356661.0,356661.0,12661465.5,12661465.5,12661465.5,35.5,35.5,35.5,198.0,0.2572174233749946,0.0
544.0,2.0,5800769.0,10000.0,2905384.5,11.0,11.0,11.0,156990.0,156990.0,156990.0,5205788.4,5205788.4,5205788.4,33.16,33.16,33.16,442.0,0.2562613816564786,0.0
128.0,6.0,7033755.3,10000.0,2090158.62833333,22.0,12.0,17.0,229088.0,211904.0,220496.0,7160236.16,5773017.6,6466626.88,33.79,25.2,29.495,162.0,0.2582084737314545,0.0
551.0,3.0,8701594.33,10000.0,2913864.77666667,17.0,17.0,17.0,253933.0,253933.0,253933.0,8659115.3,8659115.3,8659115.3,34.1,34.1,34.1,142.0,0.2572174233749946,0.0
587.0,3.0,17679227.49,10000.0,5905409.16333333,6.0,6.0,6.0,209588.0,209588.0,209588.0,17689227.2,17689227.2,17689227.2,84.4,84.4,84.4,502.0,0.2929737018146502,0.0
616.0,3.0,11169946.8,10000.0,3736648.93333333,23.0,23.0,23.0,268220.0,268220.0,268220.0,9331373.8,9331373.8,9331373.8,34.79,34.79,34.79,61.0,0.2643557504337148,0.0
629.0,6.0,8541115.06,5000.0,2847168.125,21.0,20.0,20.5,223201.0,219785.0,221493.0,7957115.65,7907864.3,7932489.975,35.98,35.65,35.815,236.0,0.2560610222605129,0.0
676.0,3.0,10599524.59,10000.0,3545508.19666667,25.0,25.0,25.0,209134.0,209134.0,209134.0,9672447.5,9672447.5,9672447.5,46.25,46.25,46.25,415.0,0.2560610222605129,0.0
704.0,3.0,8109062.54,10000.0,2713020.84666667,11.0,11.0,11.0,170846.0,170846.0,170846.0,6560486.4,6560486.4,6560486.4,38.4,38.4,38.4,60.0,0.2622493697621736,0.0
708.0,3.0,12399606.58,20000.0,4149868.86,8.0,8.0,8.0,164813.0,164813.0,164813.0,11164432.62,11164432.62,11164432.62,67.74,67.74,67.74,30.0,0.2700614493478723,0.0
713.0,3.0,13141564.69,10000.0,4390521.56333333,2.0,2.0,2.0,144878.0,144878.0,144878.0,11377269.34,11377269.34,11377269.34,78.53,78.53,78.53,185.0,0.2570165748042274,0.0
733.0,2.0,5418052.88,10000.0,2714026.44,7.0,7.0,7.0,162779.0,162779.0,162779.0,5291945.29,5291945.29,5291945.29,32.51,32.51,32.51,1.0,0.2562613816564786,0.0
754.0,3.0,24080377.35,30000.0,8046792.45,13.0,13.0,13.0,309697.0,309697.0,309697.0,22081396.1,22081396.1,22081396.1,71.3,71.3,71.3,67.0,0.2570165748042274,0.0
757.0,3.0,7999276.41,10000.0,2676425.47,14.0,14.0,14.0,184098.0,184098.0,184098.0,7095136.92,7095136.92,7095136.92,38.54,38.54,38.54,94.0,0.2570165748042274,0.0
769.0,3.0,8948638.7,10000.0,2996212.9,3.0,3.0,3.0,185970.0,185970.0,185970.0,7059421.2,7059421.2,7059421.2,37.96,37.96,37.96,32.0,0.261278140687015,0.0
780.0,2.0,5901633.98,10000.0,2955816.99,15.0,15.0,15.0,163880.0,163880.0,163880.0,5227772.0,5227772.0,5227772.0,31.9,31.9,31.9,365.0,0.2565333565271445,0.0
818.0,7.0,6086610.95,0.0,1559105.45714286,16.0,11.0,13.857142857142858,269886.0,232479.0,253854.42857143,7927533.9,6828115.8,7299294.98571429,34.1,25.3,29.07142857142857,30.0,0.2636636382903648,0.0
830.0,6.0,15167794.83,20000.0,3990227.42333333,5.0,4.0,4.5,207509.0,185333.0,196421.0,13729468.64,7833464.75,10781466.695,74.08,37.75,55.915,76.0,0.2655197962377572,0.0
843.0,3.0,11648481.27,30000.0,3902827.09,5.0,5.0,5.0,353654.0,353654.0,353654.0,11281562.6,11281562.6,11281562.6,31.9,31.9,31.9,60.0,0.3389265956309522,0.0
887.0,3.0,6064793.43,10000.0,2031264.47666667,7.0,7.0,7.0,151731.0,151731.0,151731.0,5457764.07,5457764.07,5457764.07,35.97,35.97,35.97,365.0,0.2569190620677391,0.0
913.0,3.0,6783793.88,10000.0,2271264.62666667,8.0,8.0,8.0,169231.0,169231.0,169231.0,6862317.05,6862317.05,6862317.05,40.55,40.55,40.55,138.0,0.2569190620677391,0.0
968.0,2.0,5461029.42,10000.0,2735514.71,8.0,8.0,8.0,150784.0,150784.0,150784.0,5177922.56,5177922.56,5177922.56,34.34,34.34,34.34,247.0,0.2716669264676262,0.0
971.0,8.0,16254359.88,10000.0,3493077.11714286,18.0,6.0,16.0,214859.0,178420.0,204677.0,7263478.2,7154804.7,7188554.755,40.71,33.3,35.3575,9.0,0.2763368190656453,0.0
1032.0,3.0,7263071.38,10000.0,2430690.46,7.0,7.0,7.0,177350.0,177350.0,177350.0,6872312.5,6872312.5,6872312.5,38.75,38.75,38.75,25.0,0.2573476190144638,1.0
1043.0,3.0,7285035.23,10000.0,2440678.41,10.0,10.0,10.0,238723.0,238723.0,238723.0,6908643.62,6908643.62,6908643.62,28.94,28.94,28.94,299.0,0.2567183659523679,0.0
1053.0,2.0,4268578.83,10000.0,2139289.415,6.0,6.0,6.0,146550.0,146550.0,146550.0,4409689.5,4409689.5,4409689.5,30.09,30.09,30.09,365.0,0.2562613816564786,0.0
1061.0,3.0,13913811.57,30000.0,4657937.19,2.0,2.0,2.0,345662.0,345662.0,345662.0,11026617.8,11026617.8,11026617.8,31.9,31.9,31.9,61.0,0.3276055678151399,0.0
1069.0,6.0,11292238.85,5000.0,1931329.69,22.0,22.0,22.0,197492.0,88057.0,142774.5,10111590.4,296752.09,5204171.245,51.2,3.37,27.285,337.0,0.2570165748042274,0.0
1079.0,1.0,10000.0,10000.0,10000.0,4.0,4.0,4.0,251034.0,251034.0,251034.0,6459104.82,6459104.82,6459104.82,25.73,25.73,25.73,,0.2620319903022153,0.0
1090.0,3.0,24623916.21,30000.0,8227972.07,2.0,2.0,2.0,404470.67,404470.67,404470.67,22609910.6,22609910.6,22609910.6,55.9,55.9,55.9,60.0,0.3198335894400719,0.0
1105.0,3.0,6565502.2,10000.0,2200834.06666667,5.0,5.0,5.0,250457.0,250457.0,250457.0,6469304.31,6469304.31,6469304.31,25.83,25.83,25.83,137.0,0.2569190620677391,0.0
1123.0,7.0,7174190.03,5000.0,1082138.48142857,26.0,-2.0,13.142857142857142,198966.0,87633.0,150344.42857143,7214507.16,348779.34,4253182.32571429,36.77,3.98,22.49857142857143,3.0,0.2562613816564786,0.0
1126.0,3.0,10055970.62,10000.0,3361990.20666667,2.0,2.0,2.0,184440.0,184440.0,184440.0,9244132.8,9244132.8,9244132.8,50.12,50.12,50.12,94.0,0.2581419329034806,0.0
711.0,1.0,10000.0,10000.0,10000.0,4.0,4.0,4.0,170369.0,170369.0,170369.0,6537058.53,6537058.53,6537058.53,38.37,38.37,38.37,,0.2570165748042274,0.0
1159.0,3.0,14705306.59,10000.0,4911768.86333333,2.0,2.0,2.0,186176.0,186176.0,186176.0,13791918.08,13791918.08,13791918.08,74.08,74.08,74.08,53.0,0.258239748477008,0.0
1163.0,6.0,7476623.05,5000.0,2466688.62833333,9.0,8.0,8.5,227651.0,227090.0,227370.5,7398657.5,7380425.0,7389541.25,32.5,32.5,32.5,113.0,0.2790918019190057,0.0
1165.0,3.0,6603609.83,10000.0,2211203.27666667,12.0,12.0,12.0,182455.0,182455.0,182455.0,7031815.7,7031815.7,7031815.7,38.54,38.54,38.54,53.0,0.2610884673785594,0.0
1166.0,6.0,7264362.74,5000.0,2191811.52,20.0,8.0,14.0,277898.0,142537.0,210217.5,7022482.46,6111986.56,6567234.51,42.88,25.27,34.075,111.0,0.2562613816564786,0.0
1169.0,11.0,10495728.76,10000.0,2450211.845,12.0,6.0,10.090909090909092,303592.0,279114.0,287688.18181818,9657344.4,8170878.18,9129940.66727273,34.6,27.77,31.82818181818182,212.0,0.2618002253610071,0.0
1177.0,3.0,8528327.17,10000.0,2852775.72333333,5.0,5.0,5.0,195669.0,195669.0,195669.0,6826891.41,6826891.41,6826891.41,34.89,34.89,34.89,38.0,0.2570165748042274,0.0
1202.0,3.0,9646390.48,10000.0,3228796.82666667,20.0,20.0,20.0,214015.0,214015.0,214015.0,9159842.0,9159842.0,9159842.0,42.8,42.8,42.8,33.0,0.2655617879494062,0.0
1211.0,3.0,12161977.33,10000.0,4067325.77666667,18.0,18.0,18.0,257606.0,257606.0,257606.0,10533509.34,10533509.34,10533509.34,40.89,40.89,40.89,9.0,0.2865632104775509,0.0
1215.0,10.0,2804352.24,10500.0,1268965.672,3.0,1.0,2.0,104019.0,95200.0,100713.0,2804352.24,2463776.0,2676516.348,26.97,25.88,26.564,508.0,0.2562613816564786,0.0
1249.0,10.0,16679213.77,5000.0,2218167.377,27.0,1.0,13.8,208389.0,65110.0,119852.4,12872100.24,274124.27,6457823.673,74.08,3.31,49.541,43.0,0.2760338637984799,0.0
1253.0,3.0,7327516.84,10000.0,2452505.61333333,6.0,6.0,6.0,168599.0,168599.0,168599.0,7165457.5,7165457.5,7165457.5,42.5,42.5,42.5,36.0,0.2791251229063234,0.0
1305.0,4.0,8785183.34,10000.0,2218045.835,7.0,4.0,6.25,337882.0,278634.0,323070.0,11769500.16,8639642.74,9422107.095,42.24,25.57,29.7375,377.0,0.2560610222605129,0.0
1314.0,3.0,5472600.22,10000.0,1834200.07333333,1.0,1.0,1.0,193725.0,193725.0,193725.0,4482796.5,4482796.5,4482796.5,23.14,23.14,23.14,88.0,0.2570165748042274,0.0
1323.0,3.0,10669640.27,10000.0,3569880.09,6.0,6.0,6.0,279582.0,279582.0,279582.0,11351029.2,11351029.2,11351029.2,40.6,40.6,40.6,283.0,0.2567183659523679,0.0
1354.0,3.0,12058516.88,10000.0,4029505.62666667,9.0,9.0,9.0,157873.0,157873.0,157873.0,10212804.37,10212804.37,10212804.37,64.69,64.69,64.69,191.0,0.2597268927670541,0.0
1366.0,6.0,19456633.18,10000.0,6121574.63,8.0,4.0,6.0,343525.0,261137.0,302331.0,18550350.0,17182814.6,17866582.3,65.8,54.0,59.9,136.0,0.2538314915963391,0.0
1391.0,3.0,9726276.12,10000.0,3252092.04,21.0,21.0,21.0,257374.0,257374.0,257374.0,9015811.22,9015811.22,9015811.22,35.03,35.03,35.03,2.0,0.2597268927670541,0.0
1393.0,3.0,9630322.35,27000.0,3235774.11666667,4.0,4.0,4.0,158151.0,158151.0,158151.0,8929205.46,8929205.46,8929205.46,56.46,56.46,56.46,324.0,0.2560610222605129,0.0
1405.0,3.0,9942966.86,10000.0,3327655.62,28.0,28.0,28.0,215308.0,215308.0,215308.0,11023769.6,11023769.6,11023769.6,51.2,51.2,51.2,253.0,0.2648029090553903,0.0
1409.0,3.0,3994924.01,10000.0,1341641.33666667,2.0,2.0,2.0,172695.0,172695.0,172695.0,3731938.95,3731938.95,3731938.95,21.61,21.61,21.61,10.0,0.2562613816564786,0.0
1414.0,12.0,14410141.4,5000.0,2317699.54,22.0,9.0,15.5,331401.0,202967.0,251013.0,14585698.4,893054.8,7047293.175,56.2,4.4,25.15,160.0,0.2562613816564786,1.0
1415.0,3.0,10776922.65,10000.0,3602307.55,14.0,14.0,14.0,144479.0,144479.0,144479.0,9787007.46,9787007.46,9787007.46,67.74,67.74,67.74,159.0,0.2580071201006573,0.0
1479.0,6.0,15441425.0,5000.0,2636178.19666667,4.0,-1.0,1.5,196917.0,82871.0,139894.0,16088118.9,369604.66,8228861.78,81.7,4.46,43.08,570.0,0.2567183659523679,0.0
1494.0,3.0,8654833.54,5000.0,2889944.51333333,19.0,19.0,19.0,159691.0,159691.0,159691.0,8664833.66,8664833.66,8664833.66,54.26,54.26,54.26,2.0,0.2572174233749946,1.0
1504.0,4.0,12551831.26,10000.0,3150457.815,5.0,3.0,3.5,397804.0,296350.0,372440.5,14567582.48,10932351.5,13658774.735,36.89,36.62,36.6875,11.0,0.2652417476909058,0.0
1557.0,3.0,7414836.0,10000.0,2483945.33333333,8.0,8.0,8.0,254891.0,254891.0,254891.0,6583834.53,6583834.53,6583834.53,25.83,25.83,25.83,271.0,0.2562613816564786,0.0
1562.0,3.0,8695875.06,10000.0,2908291.68666667,11.0,11.0,11.0,155289.0,155289.0,155289.0,8034652.86,8034652.86,8034652.86,51.74,51.74,51.74,239.0,0.2560610222605129,0.0
1573.0,3.0,8978471.95,10000.0,3002490.65,8.0,8.0,8.0,147975.0,147975.0,147975.0,8302877.25,8302877.25,8302877.25,56.11,56.11,56.11,386.0,0.2618480495160044,0.0
1579.0,22.0,13278495.22,0.0,2721449.76318182,14.0,3.0,8.681818181818182,317993.0,231742.0,279537.72727273,13053400.96,7457457.56,10014108.56727273,42.88,32.18,35.52,264.0,0.2583063057396068,0.0
1601.0,3.0,6214463.91,10000.0,2081487.97,7.0,7.0,7.0,198392.0,198392.0,198392.0,5176047.28,5176047.28,5176047.28,26.09,26.09,26.09,152.0,0.2678403963784639,0.0
1606.0,3.0,13754111.19,10000.0,4598037.06333333,6.0,6.0,6.0,294777.0,294777.0,294777.0,12640037.76,12640037.76,12640037.76,42.88,42.88,42.88,292.0,0.2570165748042274,0.0
1628.0,3.0,6797920.92,10000.0,2275973.64,6.0,6.0,6.0,278200.0,278200.0,278200.0,6946654.0,6946654.0,6946654.0,24.97,24.97,24.97,278.0,0.2596287110595692,0.0
1634.0,7.0,13342268.16,0.0,2761704.18571429,15.0,8.0,10.0,216855.0,95190.48,178462.85142857,14398268.4,693936.0,10129895.32,68.4,3.2,58.48571428571429,600.0,0.2998818058212378,0.0
1650.0,3.0,9153090.97,10000.0,3061030.32333333,5.0,5.0,5.0,182946.0,182946.0,182946.0,7401995.16,7401995.16,7401995.16,40.46,40.46,40.46,79.0,0.271174659683747,0.0
1679.0,3.0,4789713.6,10000.0,1606571.2,16.0,16.0,16.0,211255.0,211255.0,211255.0,4799713.6,4799713.6,4799713.6,22.72,22.72,22.72,169.0,0.2569190620677391,0.0
1700.0,3.0,15033336.7,27000.0,5030112.23333333,11.0,11.0,11.0,383438.0,383438.0,383438.0,14493956.4,14493956.4,14493956.4,37.8,37.8,37.8,171.0,0.264681241083385,0.0
1706.0,4.0,11502123.72,1000.0,2885780.93,5.0,5.0,5.0,256756.0,256756.0,256756.0,12845502.68,12845502.68,12845502.68,50.03,50.03,50.03,31.0,0.2707182935152623,0.0
77.0,3.0,6396327.4,10000.0,2142109.13333333,10.0,10.0,10.0,164392.0,164392.0,164392.0,5824408.56,5824408.56,5824408.56,35.43,35.43,35.43,122.0,0.2585078115133585,0.0
1728.0,3.0,6916249.23,10000.0,2318749.74333333,4.0,4.0,4.0,166912.0,166912.0,166912.0,5823559.68,5823559.68,5823559.68,34.89,34.89,34.89,11.0,0.2642367001865758,0.0
1731.0,3.0,8902649.07,10000.0,2977549.69,6.0,6.0,6.0,163494.0,163494.0,163494.0,7985046.96,7985046.96,7985046.96,48.84,48.84,48.84,26.0,0.2567183659523679,0.0
1748.0,8.0,8501297.38,10000.0,2733881.62666667,5.0,5.0,5.0,216281.0,200686.0,210432.875,7738452.16,7539555.66,7614141.8475,38.56,34.86,36.2475,74.0,0.2585078115133585,0.0
1755.0,8.0,15112725.08,5000.0,2004728.65,4.0,-1.0,0.875,180333.0,91594.0,124871.125,15122725.38,461633.76,5959543.1175,83.86,5.04,34.5975,576.0,0.3247130355876469,1.0
1382.0,3.0,6175565.05,10000.0,2068521.68333333,16.0,16.0,16.0,181158.0,181158.0,181158.0,6373138.44,6373138.44,6373138.44,35.18,35.18,35.18,4.0,0.2813051916515105,0.0
1776.0,4.0,10877453.46,10000.0,2731113.365,7.0,4.0,6.25,377478.0,276445.0,301703.25,13777947.0,11693623.5,12214704.375,42.3,36.5,40.85,456.0,0.2562613816564786,0.0
1788.0,6.0,12071780.49,5000.0,2101592.49833333,13.0,-2.0,5.5,320731.0,132850.0,226790.5,12348143.5,557970.0,6453056.75,38.5,4.2,21.35,11.0,0.293348947151435,0.0
1796.0,8.0,12463623.59,5000.0,3166906.5725,14.0,-3.0,7.625,217384.0,87633.0,168727.375,11156146.88,333005.4,7097468.825,51.32,3.8,33.5,100.0,0.2590887795399688,0.0
1798.0,13.0,7073779.57,0.0,1136028.91615385,13.0,2.0,2.8461538461538463,210097.0,181868.0,188835.0,10651917.9,4215326.85,6828065.54615385,50.7,23.31,35.68769230769231,32.0,0.2683917809748858,0.0
1817.0,1.0,8889378.0,8889378.0,8889378.0,3.0,3.0,3.0,121972.8,121972.8,121972.8,8889378.0,8889378.0,8889378.0,72.88,72.88,72.88,38.0,0.2681469129422691,0.0
644.0,2.0,7850167.92,10000.0,3930083.96,2.0,2.0,2.0,218338.0,218338.0,218338.0,7860168.0,7860168.0,7860168.0,36.0,36.0,36.0,48.0,0.2583063057396068,0.0
1864.0,3.0,13930062.83,10000.0,4655687.61,4.0,4.0,4.0,300109.0,300109.0,300109.0,13940063.05,13940063.05,13940063.05,46.45,46.45,46.45,414.0,0.2570165748042274,0.0
1873.0,6.0,9931292.58,10000.0,3076361.64666667,24.0,21.0,22.5,254889.0,208922.0,231905.5,10790821.3,8819159.4,9804990.35,51.65,34.6,43.125,0.0,0.2572174233749946,0.0
1889.0,3.0,5416928.31,10000.0,1815642.77,7.0,7.0,7.0,184786.0,184786.0,184786.0,4809979.58,4809979.58,4809979.58,26.03,26.03,26.03,33.0,0.2572174233749946,0.0
1899.0,6.0,9651205.87,10000.0,1679768.64666667,4.0,-1.0,1.5,155012.0,46854.0,100933.0,8167582.28,446518.62,4307050.45,52.69,9.53,31.11,12.0,0.2631606548579671,0.0
1975.0,6.0,50000.0,10000.0,42000.0,6.0,-1.0,2.5,173156.0,60066.0,150233.66666667,10514032.32,162178.2,8388634.16,61.19,2.7,50.14166666666667,,0.2693867595904318,0.0
1980.0,3.0,6927487.72,10000.0,2321495.90666667,8.0,8.0,8.0,210792.0,210792.0,210792.0,7107906.24,7107906.24,7107906.24,33.72,33.72,33.72,38.0,0.2562613816564786,0.0
2045.0,3.0,9830691.22,10000.0,3289230.40666667,2.0,2.0,2.0,260256.0,260256.0,260256.0,9655497.6,9655497.6,9655497.6,37.1,37.1,37.1,373.0,0.2567183659523679,0.0
2054.0,3.0,9388622.57,10000.0,3139540.85666667,2.0,2.0,2.0,253176.0,253176.0,253176.0,9886522.8,9886522.8,9886522.8,39.05,39.05,39.05,125.0,0.2572174233749946,0.0
2055.0,3.0,7636274.6,10000.0,2557758.2,20.0,20.0,20.0,221512.0,221512.0,221512.0,7380779.84,7380779.84,7380779.84,33.32,33.32,33.32,300.0,0.2637634825908101,0.0
2074.0,3.0,9769261.76,10000.0,3266420.58666667,15.0,15.0,15.0,170041.0,170041.0,170041.0,8318405.72,8318405.72,8318405.72,48.92,48.92,48.92,132.0,0.2583063057396068,0.0
2080.0,3.0,8113919.12,10000.0,2714639.70666667,3.0,3.0,3.0,198465.0,198465.0,198465.0,6412404.15,6412404.15,6412404.15,32.31,32.31,32.31,93.0,0.2567183659523679,0.0
2109.0,7.0,8433391.16,10000.0,1702678.232,16.0,11.0,12.428571428571429,192094.0,178795.0,183651.85714286,10634323.84,6855000.3,8098913.06857143,55.36,38.34,43.88,32.0,0.2691271069427308,0.0
2111.0,3.0,17197881.22,10000.0,5744960.40666667,3.0,3.0,3.0,230137.0,230137.0,230137.0,18295891.5,18295891.5,18295891.5,79.5,79.5,79.5,460.0,0.2562613816564786,0.0
2132.0,2.0,4080695.31,10000.0,2045347.655,17.0,17.0,17.0,179969.0,179969.0,179969.0,4090695.37,4090695.37,4090695.37,22.73,22.73,22.73,90.0,0.2660318491132946,0.0
2136.0,2.0,5779402.46,10000.0,2894701.23,7.0,7.0,7.0,159999.0,159999.0,159999.0,5815963.65,5815963.65,5815963.65,36.35,36.35,36.35,400.0,0.2575486366080661,0.0
2160.0,2.0,6362425.1,10000.0,3186212.55,6.0,6.0,6.0,150427.0,150427.0,150427.0,5824533.44,5824533.44,5824533.44,38.72,38.72,38.72,229.0,0.2574822067986071,0.0
2169.0,3.0,4016739.64,10000.0,1348913.21333333,1.0,1.0,1.0,186769.0,186769.0,186769.0,4026739.64,4026739.64,4026739.64,21.56,21.56,21.56,200.0,0.2569190620677391,0.0
2173.0,6.0,18288719.77,5000.0,3114383.43666667,8.0,-1.0,3.5,241172.0,88631.0,164901.5,20330799.6,416565.7,10373682.65,84.3,4.7,44.5,17.0,0.2872873625384198,1.0
2189.0,5.0,8117563.14,10000.0,2546042.184,10.0,9.0,9.4,291738.0,162006.0,239845.2,8638362.18,4796997.66,7101816.372,29.61,29.61,29.61,131.0,0.2562613816564786,0.0
2219.0,4.0,6480300.07,10000.0,1667083.82,14.0,14.0,14.0,252901.34,252901.34,252901.34,8884424.09,8884424.09,8884424.09,35.13,35.13,35.13,246.0,0.2562613816564786,0.0
2223.0,3.0,28946612.51,30000.0,9668870.83666667,20.0,20.0,20.0,407196.0,407196.0,407196.0,25164712.8,25164712.8,25164712.8,61.8,61.8,61.8,142.0,0.2570165748042274,0.0
